REF_ID;ORDEMBD;STUDY_AIM;SPECIES;SP_ORIGIN;SITE;AREA_HA;MUNICIPALITY;STATE;COUNTRY;Longitude;Latitude;PRECISION;UC;ANNUAL_TEMP;ANNUAL_RAIN;ALTITUDE;VEG_TYPE;BUFFER_20KM;OLSONECONAME;OLSONG200R;RIBEIROVEGTYPE;BSRS;METHOD;COL_STRT_MO;COL_STRT_YR;COL_END_MO;COL_END_YR;LTR_EFF;CAM_EFF;SURV_EFF
Unpublished data. Costa-Araújo, R.;AraujoR_13;COMM;Callicebus melanochir;Autochtone;134;NA;ITAPEBI;BAHIA;Brazil;-3974997,00;-15921144,00;Precise;No;25.5;931;121;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_14;COMM;Callithrix kuhlii;Autochtone;133;NA;ITARANTIM;BAHIA;Brazil;-39928718,00;-15962863,00;Precise;No;26.2;823;157;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_15;COMM;Sapajus xanthosternos;Autochtone;133;NA;ITARANTIM;BAHIA;Brazil;-39928718,00;-15962863,00;Precise;No;26.2;823;157;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_16;COMM;Callicebus melanochir;Autochtone;133;NA;ITARANTIM;BAHIA;Brazil;-39928718,00;-15962863,00;Precise;No;26.2;823;157;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_17;COMM;Callithrix kuhlii;Autochtone;132;NA;ITAPEBI;BAHIA;Brazil;-39854369,00;-15942406,00;Precise;No;25.8;865;131;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_18;COMM;Sapajus xanthosternos;Autochtone;132;NA;ITAPEBI;BAHIA;Brazil;-39854369,00;-15942406,00;Precise;No;25.8;865;131;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_19;COMM;Callicebus melanochir;Autochtone;132;NA;ITAPEBI;BAHIA;Brazil;-39854369,00;-15942406,00;Precise;No;25.8;865;131;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_2;COMM;Sapajus xanthosternos;Autochtone;137;NA;ITAPEBI;BAHIA;Brazil;-39568694,00;-15929852,00;Precise;No;25;1081;80;"Tropical Wet forest; Tabuleiro forest";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_20;COMM;Callithrix kuhlii;Autochtone;131;NA;ITARANTIM;BAHIA;Brazil;-39875682,00;-15973266,00;Precise;No;26;851;116;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_21;COMM;Callithrix kuhlii;Autochtone;130;NA;ITAPEBI;BAHIA;Brazil;-39900796,00;-15941757,00;Precise;No;26;841;218;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_22;COMM;Sapajus xanthosternos;Autochtone;130;NA;ITAPEBI;BAHIA;Brazil;-39900796,00;-15941757,00;Precise;No;26;841;218;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_23;COMM;Callicebus melanochir;Autochtone;130;NA;ITAPEBI;BAHIA;Brazil;-39900796,00;-15941757,00;Precise;No;26;841;218;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_24;COMM;Callithrix kuhlii;Autochtone;129;NA;ITAPEBI;BAHIA;Brazil;-39723946,00;-15938357,00;Precise;No;25.6;951;104;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_25;COMM;Sapajus xanthosternos;Autochtone;129;NA;ITAPEBI;BAHIA;Brazil;-39723946,00;-15938357,00;Precise;No;25.6;951;104;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_26;COMM;Callicebus melanochir;Autochtone;129;NA;ITAPEBI;BAHIA;Brazil;-39723946,00;-15938357,00;Precise;No;25.6;951;104;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_27;COMM;Callithrix kuhlii;Autochtone;127;NA;ITAPEBI;BAHIA;Brazil;-39875869,00;-15916891,00;Precise;No;26;847;192;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_28;COMM;Callicebus melanochir;Autochtone;127;NA;ITAPEBI;BAHIA;Brazil;-39875869,00;-15916891,00;Precise;No;26;847;192;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_29;COMM;Callithrix kuhlii;Autochtone;126;NA;ITAPEBI;BAHIA;Brazil;-39791815,00;-15915345,00;Precise;No;25.6;898;208;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_3;COMM;Callicebus melanochir;Autochtone;137;NA;ITAPEBI;BAHIA;Brazil;-39568694,00;-15929852,00;Precise;No;25;1081;80;"Tropical Wet forest; Tabuleiro forest";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_30;COMM;Sapajus xanthosternos;Autochtone;126;NA;ITAPEBI;BAHIA;Brazil;-39791815,00;-15915345,00;Precise;No;25.6;898;208;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_31;COMM;Callicebus melanochir;Autochtone;126;NA;ITAPEBI;BAHIA;Brazil;-39791815,00;-15915345,00;Precise;No;25.6;898;208;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_32;COMM;Callithrix kuhlii;Autochtone;125;NA;ITAPEBI;BAHIA;Brazil;-39713429,00;-15942926,00;Precise;No;25.6;963;119;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_33;COMM;Sapajus xanthosternos;Autochtone;125;NA;ITAPEBI;BAHIA;Brazil;-39713429,00;-15942926,00;Precise;No;25.6;963;119;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_34;COMM;Callicebus melanochir;Autochtone;125;NA;ITAPEBI;BAHIA;Brazil;-39713429,00;-15942926,00;Precise;No;25.6;963;119;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_35;COMM;Callithrix kuhlii;Autochtone;124;NA;ITAPEBI;BAHIA;Brazil;-39855791,00;-15915107,00;Precise;No;25.5;868;247;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_36;COMM;Callithrix kuhlii;Autochtone;123;NA;ITAPEBI;BAHIA;Brazil;-39698695,00;-1593749,00;Precise;No;25.1;964;95;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_37;COMM;Callicebus melanochir;Autochtone;123;NA;ITAPEBI;BAHIA;Brazil;-39698695,00;-1593749,00;Precise;No;25.1;964;95;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_38;COMM;Callithrix kuhlii;Autochtone;122;NA;ITAPEBI;BAHIA;Brazil;-39891546,00;-15928805,00;Precise;No;26.3;845;192;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_39;COMM;Callicebus melanochir;Autochtone;122;NA;ITAPEBI;BAHIA;Brazil;-39891546,00;-15928805,00;Precise;No;26.3;845;192;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_4;COMM;Leontopithecus chrysomelas;Autochtone;136;NA;ITAPEBI;BAHIA;Brazil;-39644647,00;-1591846,00;Precise;No;24.3;1003;94;"Tropical Wet forest; Tabuleiro forest";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_40;COMM;Callithrix kuhlii;Autochtone;121;NA;ITAPEBI;BAHIA;Brazil;-39743378,00;-15951152,00;Precise;No;25.6;938;99;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_41;COMM;Callicebus melanochir;Autochtone;121;NA;ITAPEBI;BAHIA;Brazil;-39743378,00;-15951152,00;Precise;No;25.6;938;99;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_42;COMM;Callithrix kuhlii;Autochtone;120;NA;ITAPEBI;BAHIA;Brazil;-39818491,00;-15909465,00;Precise;No;25.3;884;217;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_43;COMM;Callithrix kuhlii;Autochtone;118;NA;ITAPEBI;BAHIA;Brazil;-39867442,00;-15923789,00;Precise;No;25.5;859;170;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_44;COMM;Callithrix kuhlii;Autochtone;117;NA;ITAPEBI;BAHIA;Brazil;-39774463,00;-15896177,00;Precise;No;25.5;911;201;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_45;COMM;Callithrix kuhlii;Autochtone;115;NA;ITAPEBI;BAHIA;Brazil;-39785736,00;-15946475,00;Precise;No;25.4;907;114;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_46;COMM;Callithrix kuhlii;Autochtone;114;NA;ITAPEBI;BAHIA;Brazil;-39829988,00;-15957284,00;Precise;No;25.9;878;122;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_47;COMM;Callicebus melanochir;Autochtone;114;NA;ITAPEBI;BAHIA;Brazil;-39829988,00;-15957284,00;Precise;No;25.9;878;122;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_48;COMM;Callithrix kuhlii;Autochtone;113;NA;ITAPEBI;BAHIA;Brazil;-39880563,00;-15947738,00;Precise;No;26.2;848;184;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_49;COMM;Callithrix kuhlii;Autochtone;108;NA;ITAPEBI;BAHIA;Brazil;-39774979,00;-15939745,00;Precise;No;25.3;917;99;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_5;COMM;Callithrix kuhlii;Autochtone;136;NA;ITAPEBI;BAHIA;Brazil;-39644647,00;-1591846,00;Precise;No;24.3;1003;94;"Tropical Wet forest; Tabuleiro forest";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_50;COMM;Callithrix kuhlii;Autochtone;106;NA;ITAPEBI;BAHIA;Brazil;-39808629,00;-15952437,00;Precise;No;25.8;888;121;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_51;COMM;Callithrix kuhlii;Autochtone;102;NA;ITAPEBI;BAHIA;Brazil;-39759296,00;-15949017,00;Precise;No;25.5;924;99;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_52;COMM;Callithrix kuhlii;Autochtone;101;NA;ITAPEBI;BAHIA;Brazil;-39815136,00;-15945408,00;Precise;No;25.6;890;121;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_53;COMM;Callithrix kuhlii;Autochtone;99;NA;ITAPEBI;BAHIA;Brazil;-39700375,00;-15927531,00;Precise;No;25.3;962;95;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_54;COMM;Callithrix kuhlii;Autochtone;96;NA;ITAPEBI;BAHIA;Brazil;-39733058,00;-15901189,00;Precise;No;25.4;938;190;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_55;COMM;Callithrix kuhlii;Autochtone;94;NA;ITAPEBI;BAHIA;Brazil;-39825134,00;-15923286,00;Precise;No;25.5;879;171;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_56;COMM;Callithrix kuhlii;Autochtone;93;NA;ITAPEBI;BAHIA;Brazil;-39748873,00;-15935027,00;Precise;No;25.3;931;121;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_57;COMM;Callithrix kuhlii;Autochtone;89;NA;ITAPEBI;BAHIA;Brazil;-39777165,00;-15959624,00;Precise;No;25.9;916;99;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_58;COMM;Callithrix kuhlii;Autochtone;71;NA;ITAPEBI;BAHIA;Brazil;-39827498,00;-15948686,00;Precise;No;25.5;881;122;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_59;COMM;Callithrix kuhlii;Autochtone;38;NA;ITAPEBI;BAHIA;Brazil;-39816729,00;-15957196,00;Precise;No;26.1;888;121;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_6;COMM;Sapajus xanthosternos;Autochtone;136;NA;ITAPEBI;BAHIA;Brazil;-39644647,00;-1591846,00;Precise;No;24.3;1003;94;"Tropical Wet forest; Tabuleiro forest";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_7;COMM;Callicebus melanochir;Autochtone;136;NA;ITAPEBI;BAHIA;Brazil;-39644647,00;-1591846,00;Precise;No;24.3;1003;94;"Tropical Wet forest; Tabuleiro forest";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Semidecidual;Florestas de Interior;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_8;COMM;Callithrix kuhlii;Autochtone;135;NA;ITARANTIM;BAHIA;Brazil;-39904267,00;-15969337,00;Precise;No;26.1;836;140;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
Unpublished data. Costa-Araújo, R.;AraujoR_9;COMM;Sapajus xanthosternos;Autochtone;135;NA;ITARANTIM;BAHIA;Brazil;-39904267,00;-15969337,00;Precise;No;26.1;836;140;"Tropical Dry forest; Semideciduous";inside the 20 km polygon;Bahia interior forests;Atlantic Forests;Floresta Estacional Decidual;Diamantina;Survey;March;2013;December;2014;NA;NA;NA
REF0026;Beltrao-MendesR_etal_1;COMM;Callicebus coimbrai;NA;Fazenda Sao Bento Saboeira ;50;CEDRO DE SAO JOAO;SERGIPE;Brazil;-3692867687,00;-1029285,00;Precise;NA;26.7;874;91;Semideciduous forest;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Savana;Bahia;Playback;August;NA;November;NA;NA;NA;NA
REF0026;Beltrao-MendesR_etal_10;COMM;Callithrix jacchus;NA;Fragment 2 ;4.04;CAPELA;SERGIPE;Brazil;-3704254295,00;-1056902,00;Precise;NA;25.8;1329;76;Semideciduous forest;inside the 20 km polygon;Caatinga;NA;NA;NA;Playback;August;NA;November;NA;NA;NA;NA
REF0026;Beltrao-MendesR_etal_11;COMM;Callicebus coimbrai;NA;Mata da Benedita ;242;JAPOATA;SERGIPE;Brazil;-3672233333,00;-1042068,00;Precise;NA;25.8;1134;122;Semideciduous forest;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Savana;Bahia;Playback and Visualization;August;NA;November;NA;NA;NA;NA
REF0026;Beltrao-MendesR_etal_12;COMM;Callithrix jacchus;NA;Mata da Benedita ;242;JAPOATA;SERGIPE;Brazil;-3672233333,00;-1042068,00;Precise;NA;25.8;1134;122;Semideciduous forest;inside the 20 km polygon;Pernambuco interior forests;Atlantic Forests;Savana;Bahia;Playback and Visualization;August;NA;November;NA;NA;NA;NA
REF0026;Beltrao-MendesR_etal_13;COMM;Callicebus coimbrai;NA;Mata da Capivara ;1069;NEOPOLIS;SERGIPE;Brazil;-366810949,00;-1039536,00;Precise;NA;26.5;1137;39;Semideciduous forest;inside the 20 km polygon;Caatinga;NA;Savana;Bahia;Playback and Visualization;August;NA;November;NA;NA;NA;NA
REF0026;Beltrao-MendesR_etal_14;COMM;Callithrix jacchus;NA;Mata da Capivara ;1069;NEOPOLIS;SERGIPE;Brazil;-366810949,00;-1039536,00;Precise;NA;26.5;1137;39;Semideciduous forest;inside the 20 km polygon;Caatinga;NA;Savana;Bahia;Playback and Visualization;August;NA;November;NA;NA;NA;NA
